Status,Move,Partner,Invoice Date,Due Date,Product Category,Product,Product Quantity,Unit Price,Untaxed Amount in Currency,Tax,Total in Currency
Returned,RINV/D/2026/00004 (Reversal of: INV/2025/01203),Maras Pharmaceuticals Co. ???? ???? ???????,2026-01-21,2026-01-21,IPD / Custom Ti-Base / Abutment,"[IPD/AB-IR-01/3D] Custom Ti Base Non-Engaging Ø 4,8 GH 0.2",-7.00,165.00,"-1,155.00",0.00,"-1,155.00"
Invoiced,INV/D/2026/00093 (Tahliah Branch),Dentalia Clinics  ???? ???????? ????????,2026-01-21,2026-02-20,KERR Items,[33643] NX3 Automix Dual-Cure Syringe Clear,10.00,274.00,"2,740.00",0.00,"2,740.00"
Invoiced,INV/D/2026/00093 (Tahliah Branch),Dentalia Clinics  ???? ???????? ????????,2026-01-21,2026-02-20,KERR Items,[34148] TAKE 1 ADVANCED BITE 2 PK,20.00,150.00,"3,000.00",0.00,"3,000.00"
Invoiced,INV/D/2026/00093 (Tahliah Branch),Dentalia Clinics  ???? ???????? ????????,2026-01-21,2026-02-20,KERR Items,[34152] TAKE 1 ADVANCED MED/MONO FS 2 PK,40.00,150.00,"6,000.00",0.00,"6,000.00"
Invoiced,"INV/D/2026/00088 (PR:34804,35222,35330,34149, PO:13127)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-01-21,2026-01-31,KERR Items,[34149] TAKE 1 ADVANCED LB WASH FS 2 PK,4.00,139.00,556.00,0.00,556.00
Invoiced,"INV/D/2026/00088 (PR:34804,35222,35330,34149, PO:13127)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-01-21,2026-01-31,KERR Items,[34148] TAKE 1 ADVANCED BITE 2 PK,45.00,167.00,"7,515.00",0.00,"7,515.00"
Invoiced,"INV/D/2026/00088 (PR:34804,35222,35330,34149, PO:13127)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-01-21,2026-01-31,KERR Items,[37217] SimpliShade Bulk Fill Flow Syringe,22.00,200.00,"4,400.00",0.00,"4,400.00"
Invoiced,INV/D/2026/00092 (S02622),NUPCO NATIONAL UNIFIED PROCUREMENT COMPANY FOR PHARMACEUTICALS AND MEDICAL SUPPLIES,2026-01-21,2026-01-31,KERR Items,[25903] TUBLI SEAL EWT,5.00,184.00,920.00,0.00,920.00
Invoiced,INV/D/2026/00092 (S02622),NUPCO NATIONAL UNIFIED PROCUREMENT COMPANY FOR PHARMACEUTICALS AND MEDICAL SUPPLIES,2026-01-21,2026-01-31,KERR Items,[18432] SEALAPEX PKG,5.00,112.00,560.00,0.00,560.00
Invoiced,INV/D/2026/00086 (S02353),Maras Pharmaceuticals Co. ???? ???? ???????,2026-01-21,2026-03-07,IPD / Digital Analog,"[IPD/EB-AT-00/3D] Digital analog Ø 3,0 Astra®",3.00,110.00,330.00,0.00,330.00
Invoiced,"INV/D/2026/00091 (Alkhobar , to be deliver it to Dr latifa)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-01-21,2026-01-31,Astra Dentsply / Tool,[25777] Torque Wrench EV Restorative Driver Handle - Low,1.00,199.00,199.00,0.00,199.00
Invoiced,"INV/D/2026/00091 (Alkhobar , to be deliver it to Dr latifa)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-01-21,2026-01-31,Astra Dentsply / Tool,[25774] Torque Wrench EV,1.00,988.00,988.00,0.00,988.00
Invoiced,INV/D/2026/00086 (S02353),Maras Pharmaceuticals Co. ???? ???? ???????,2026-01-21,2026-03-07,IPD / Custom Ti-Base,"[IPD/EB-IT-02/3D] Custom Ti Base Engaging Ø 3,0 GH 1.5 Astra®",2.00,145.00,290.00,0.00,290.00
Invoiced,INV/D/2026/00093 (Tahliah Branch),Dentalia Clinics  ???? ???????? ????????,2026-01-21,2026-02-20,KERR Items,[36519] OptiBond Universal Bottle Refill,4.00,230.00,920.00,0.00,920.00
Returned,RINV/D/2026/00004 (Reversal of: INV/2025/01203),Maras Pharmaceuticals Co. ???? ???? ???????,2026-01-21,2026-01-21,IPD / Custom Ti-Base / Abutment,"[IPD/EB-DT-05] Healing abutment Ø 3,0 H 5.5 Astra®",-5.00,85.00,-425.00,0.00,-425.00
Invoiced,INV/D/2026/00086 (S02353),Maras Pharmaceuticals Co. ???? ???? ???????,2026-01-21,2026-03-07,IPD / TPA Screw,"[IPD/EB-TT-50] TPA Screw Ø 3,0 Astra®",3.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00072 (S02388),cash sales,2026-01-20,2026-01-31,Astra Dentsply / Cover Screw,[68010005] Cover Screw EV 4.2,1.00,125.00,125.00,0.00,125.00
Invoiced,INV/D/2026/00085 (S02621),NUPCO NATIONAL UNIFIED PROCUREMENT COMPANY FOR PHARMACEUTICALS AND MEDICAL SUPPLIES,2026-01-20,2026-01-31,KERR Items,[25903] TUBLI SEAL EWT,5.00,184.00,920.00,0.00,920.00
Invoiced,INV/D/2026/00085 (S02621),NUPCO NATIONAL UNIFIED PROCUREMENT COMPANY FOR PHARMACEUTICALS AND MEDICAL SUPPLIES,2026-01-20,2026-01-31,KERR Items,[18432] SEALAPEX PKG,5.00,112.00,560.00,0.00,560.00
Invoiced,INV/D/2026/00084 (S02620),NUPCO NATIONAL UNIFIED PROCUREMENT COMPANY FOR PHARMACEUTICALS AND MEDICAL SUPPLIES,2026-01-20,2026-01-31,KERR Items,[18432] SEALAPEX PKG,5.00,112.00,560.00,0.00,560.00
Invoiced,INV/D/2026/00084 (S02620),NUPCO NATIONAL UNIFIED PROCUREMENT COMPANY FOR PHARMACEUTICALS AND MEDICAL SUPPLIES,2026-01-20,2026-01-31,KERR Items,[25903] TUBLI SEAL EWT,5.00,184.00,920.00,0.00,920.00
Invoiced,INV/D/2026/00083 (S02618),Asim Adel Al-Naaman Foundation ????? ???? ???? ???????,2026-01-20,2026-01-31,KERR Items,[33648] NX3 Light-Cure Syringe Clear,5.00,135.00,675.00,0.00,675.00
Invoiced,INV/D/2026/00082 (S02617),Asim Adel Al-Naaman Foundation ????? ???? ???? ???????,2026-01-20,2026-01-31,KERR Items,[33648] NX3 Light-Cure Syringe Clear,5.00,267.00,"1,335.00",0.00,"1,335.00"
Invoiced,INV/D/2026/00082 (S02617),Asim Adel Al-Naaman Foundation ????? ???? ???? ???????,2026-01-20,2026-01-31,KERR Items,[33649] NX3 Light-Cure Syringe White,2.00,267.00,534.00,0.00,534.00
Invoiced,INV/D/2026/00081 (S02614),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-01-20,2026-02-19,HAMMACHER Instrument,"[HSL 3316-14] Distal end cutter with safety hold,",2.00,770.00,"1,540.00",0.00,"1,540.00"
Invoiced,INV/D/2026/00080 (S02613),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-01-20,2026-02-19,Gloves,[EVOLVE 100] NITRILE POWDER FREE GLOVES S,14.00,130.00,"1,820.00",0.00,"1,820.00"
Invoiced,INV/D/2026/00078 (S02609),Al Rawad Service Company (TAM Co) ???? ???? ???????,2026-01-20,2026-01-31,KERR Items,[34158] TAKE 1 ADVANCED TRAY FS 2 PK,3.00,169.00,507.00,0.00,507.00
Invoiced,INV/D/2026/00077 (S02515),Samaya Medical Clinics Complex Co. - ???? ???? ?????? ?????,2026-01-20,2026-01-31,KERR Items,[33648] NX3 Light-Cure Syringe Clear,5.00,160.00,800.00,0.00,800.00
Invoiced,INV/D/2026/00076 (S02605),Al-Shuwaifat Dental and orthodontic Co ???? ????????,2026-01-20,2026-01-31,Astra Dentsply / Fixture,[68011091] PrimeTaper EV Ø (S) x 9mm OsseoSpeed,1.00,950.00,950.00,0.00,950.00
Invoiced,INV/D/2026/00075 (S02608),Al-Shuwaifat Dental and orthodontic Co ???? ????????,2026-01-20,2026-01-31,KERR Items,[34060] Maxcem Elite Refill White Opaque,1.00,365.00,365.00,0.00,365.00
Invoiced,INV/D/2026/00075 (S02608),Al-Shuwaifat Dental and orthodontic Co ???? ????????,2026-01-20,2026-01-31,KERR Items,[34058] Maxcem Elite Refill Clear,2.00,365.00,730.00,0.00,730.00
Invoiced,INV/D/2026/00074 (S02607),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-20,2026-02-19,KERR Items,[36537] Harmonize A2 Enamel Syringe Refill,5.00,175.00,875.00,0.00,875.00
Invoiced,INV/D/2026/00074 (S02607),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-20,2026-02-19,KERR Items,[36536] Harmonize A2 Dentin Syringe Refill,5.00,175.00,875.00,0.00,875.00
Invoiced,INV/D/2026/00079 (S02492),cash sales,2026-01-20,2026-01-20,KERR Items,[34149] TAKE 1 ADVANCED LB WASH FS 2 PK,1.00,170.00,170.00,0.00,170.00
Invoiced,INV/D/2026/00079 (S02492),cash sales,2026-01-20,2026-01-20,KERR Items,[2900] Endo-Bite Senso Assorted Kit,1.00,780.00,780.00,0.00,780.00
Invoiced,INV/D/2026/00073 (S02606),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-20,2026-02-19,KERR Items,[37217] SimpliShade Bulk Fill Flow Syringe,5.00,255.00,"1,275.00",0.00,"1,275.00"
Invoiced,INV/D/2026/00073 (S02606),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-20,2026-02-19,KERR Items,[37211] SimpliShade Bulk Fill Syringe,5.00,255.00,"1,275.00",0.00,"1,275.00"
Invoiced,INV/D/2026/00071 (S02611),your Doctors Company ( The Clinics )  ???? ???????,2026-01-20,2026-01-31,KERR Items,[33351EU] TempBond Clear without Triclosan Automix Syringe,5.00,199.00,995.00,0.00,995.00
Invoiced,INV/D/2026/00072 (S02388),cash sales,2026-01-20,2026-01-31,Astra Dentsply / Healing Abutment,[68013005] Healing Abutment EV (S) 2.5mm,1.00,220.00,220.00,0.00,220.00
Invoiced,INV/D/2026/00072 (S02388),cash sales,2026-01-20,2026-01-31,Astra Dentsply / Healing Abutment,[68013015] Healing Abutment EV (M) 2.5mm,1.00,220.00,220.00,0.00,220.00
Invoiced,INV/D/2026/00072 (S02388),cash sales,2026-01-20,2026-01-31,Astra Dentsply / Cover Screw,[68010002] Cover Screw EV 3.6,1.00,125.00,125.00,0.00,125.00
Invoiced,INV/D/2026/00072 (S02388),cash sales,2026-01-20,2026-01-31,Astra Dentsply / Fixture,[68011092] PrimeTaper EV Ø (S) x 11mm OsseoSpeed,1.00,900.00,900.00,0.00,900.00
Invoiced,INV/D/2026/00072 (S02388),cash sales,2026-01-20,2026-01-31,Astra Dentsply / Fixture,[68011098] PrimeTaper EV Ø (M) x 9mm OsseoSpeed,1.00,900.00,900.00,0.00,900.00
Invoiced,INV/D/2026/00068 (PO:11530),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-01-19,2026-02-18,KERR Items,"[835/100] Polishing brushes, miniature economy-pack, nylon bristles",15.00,254.00,"3,810.00",0.00,"3,810.00"
Invoiced,INV/D/2026/00068 (PO:11530),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-01-19,2026-02-18,KERR Items,[845/100] Pro-Brush nylon,16.00,408.00,"6,528.00",0.00,"6,528.00"
Returned,RINV/D/2026/00003 (Reversal of: INV/2025/00056),Alfam Care Trading Co. (Confident ) ???? ????? ????,2026-01-19,2026-01-19,KERR Items,[34149] TAKE 1 ADVANCED LB WASH FS 2 PK,-4.00,170.00,-680.00,0.00,-680.00
Invoiced,INV/D/2026/00070 (S02587),Alfam Care Trading Co. (Confident ) ???? ????? ????,2026-01-19,2026-01-31,KERR Items,[34158] TAKE 1 ADVANCED TRAY FS 2 PK,4.00,205.00,820.00,0.00,820.00
Invoiced,INV/D/2026/00070 (S02587),Alfam Care Trading Co. (Confident ) ???? ????? ????,2026-01-19,2026-01-31,KERR Items,[37212] SimpliShade Bulk Fill Unidose 20pk,1.00,340.00,340.00,0.00,340.00
Invoiced,INV/D/2026/00070 (S02587),Alfam Care Trading Co. (Confident ) ???? ????? ????,2026-01-19,2026-01-31,KERR Items,[37212] SimpliShade Bulk Fill Unidose 20pk,1.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00070 (S02587),Alfam Care Trading Co. (Confident ) ???? ????? ????,2026-01-19,2026-01-31,KERR Items,[4197] OptiDisc extra-coarse 9.6 mm ( 80 pezzi ),1.00,119.00,119.00,0.00,119.00
Invoiced,INV/D/2026/00070 (S02587),Alfam Care Trading Co. (Confident ) ???? ????? ????,2026-01-19,2026-01-31,KERR Items,[4198] OptiDisc extra-coarse 12.6 mm ( 80 pezzi ),1.00,119.00,119.00,0.00,119.00
Invoiced,INV/D/2026/00070 (S02587),Alfam Care Trading Co. (Confident ) ???? ????? ????,2026-01-19,2026-01-31,KERR Items,[34148] TAKE 1 ADVANCED BITE 2 PK,5.00,205.00,"1,025.00",0.00,"1,025.00"
Invoiced,INV/D/2026/00062 (S02601),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,KERR Items,[35407] Refill - Herculite XRV Ultra Flowable A1 (EU) Syringe,2.00,149.00,298.00,0.00,298.00
Invoiced,INV/D/2026/00062 (S02601),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,KERR Items,[35408] Refill - Herculite XRV Ultra Flowable A2 (EU) Syringe,2.00,149.00,298.00,0.00,298.00
Invoiced,INV/D/2026/00062 (S02601),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,KERR Items,[35409] Refill - Herculite XRV Ultra Flowable A3 (EU) Syringe,2.00,149.00,298.00,0.00,298.00
Invoiced,INV/D/2026/00062 (S02601),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,BUSCH KIT,[COMPOSITE KIT] COMPOSITE POLISHING KIT,1.00,400.00,400.00,0.00,400.00
Invoiced,INV/D/2026/00062 (S02601),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,BUSCH KIT,[ZIRCONIA KIT] ZIRCONIA POLISHING KIT,1.00,396.00,396.00,0.00,396.00
Invoiced,INV/D/2026/00067 (S02600),Afaq Clinic Medical Co. ???? ???? ????? ??????,2026-01-19,2026-02-18,Astra Dentsply / Fixture,[68011096] PrimeTaper EV Ø (M) x 6.5mm OsseoSpeed,4.00,600.00,"2,400.00",0.00,"2,400.00"
Invoiced,INV/D/2026/00067 (S02600),Afaq Clinic Medical Co. ???? ???? ????? ??????,2026-01-19,2026-02-18,Astra Dentsply / Cover Screw,[68010002] Cover Screw EV 3.6,5.00,174.00,870.00,0.00,870.00
Invoiced,INV/D/2026/00067 (S02600),Afaq Clinic Medical Co. ???? ???? ????? ??????,2026-01-19,2026-02-18,Astra Dentsply / Fixture,[68011090] PrimeTaper EV Ø (S) x 8mm OsseoSpeed,5.00,600.00,"3,000.00",0.00,"3,000.00"
Invoiced,INV/D/2026/00062 (S02601),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,BUSCH KIT,[CERMIC KIT 2] CERAMIC POLISHING KIT,1.00,490.00,490.00,0.00,490.00
Invoiced,INV/D/2026/00062 (S02601),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,KERR Items,[34058] Maxcem Elite Refill Clear,1.00,360.00,360.00,0.00,360.00
Invoiced,INV/D/2026/00062 (S02601),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,KERR Items,[33643] NX3 Automix Dual-Cure Syringe Clear,1.00,289.00,289.00,0.00,289.00
Invoiced,INV/D/2026/00062 (S02601),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,KERR Items,"[36372] Maxcem Elite Chroma - Refill, clear (EU)",1.00,400.00,400.00,0.00,400.00
Invoiced,INV/D/2026/00062 (S02601),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,KERR Items,[33648] NX3 Light-Cure Syringe Clear,1.00,135.00,135.00,0.00,135.00
Invoiced,INV/D/2026/00062 (S02601),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,KERR Items,[37217] SimpliShade Bulk Fill Flow Syringe,2.00,255.00,510.00,0.00,510.00
Invoiced,INV/D/2026/00062 (S02601),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,KERR Items,[37211] SimpliShade Bulk Fill Syringe,2.00,255.00,510.00,0.00,510.00
Invoiced,INV/D/2026/00062 (S02601),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,KERR Items,[36519] OptiBond Universal Bottle Refill,1.00,265.00,265.00,0.00,265.00
Invoiced,INV/D/2026/00062 (S02601),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,KERR Items,[4200] OptiDisc General Assorted Kit,1.00,390.00,390.00,0.00,390.00
Invoiced,INV/D/2026/00062 (S02601),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,KERR Items,[34149] TAKE 1 ADVANCED LB WASH FS 2 PK,1.00,180.00,180.00,0.00,180.00
Invoiced,INV/D/2026/00062 (S02601),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,KERR Items,[34158] TAKE 1 ADVANCED TRAY FS 2 PK,1.00,180.00,180.00,0.00,180.00
Invoiced,INV/D/2026/00062 (S02601),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,BUSCH KIT,[CERMIC KIT] CERAMIC VENEER KIT,1.00,396.00,396.00,0.00,396.00
Invoiced,INV/D/2026/00062 (S02601),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,KERR Items,[36545] Harmonize A1 Dentin Syringe Refill,2.00,160.00,320.00,0.00,320.00
Invoiced,INV/D/2026/00062 (S02601),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,KERR Items,[36536] Harmonize A2 Dentin Syringe Refill,2.00,160.00,320.00,0.00,320.00
Invoiced,INV/D/2026/00062 (S02601),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,KERR Items,[36546] Harmonize A3 Dentin Syringe Refill,2.00,160.00,320.00,0.00,320.00
Invoiced,INV/D/2026/00061 (S02599),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,KERR Items,[4200] OptiDisc General Assorted Kit,1.00,390.00,390.00,0.00,390.00
Invoiced,INV/D/2026/00063 (S02598),World Medical Trading Est ????? ???? ???? ????????,2026-01-19,2026-02-18,KERR Items,[4185] OptiDisc fine 12.6 mm ( 100 pezzi ),1.00,108.00,108.00,0.00,108.00
Invoiced,INV/D/2026/00063 (S02598),World Medical Trading Est ????? ???? ???? ????????,2026-01-19,2026-02-18,KERR Items,[3602] MetaFix Refill Medium,1.00,270.00,270.00,0.00,270.00
Invoiced,INV/D/2026/00063 (S02598),World Medical Trading Est ????? ???? ???? ????????,2026-01-19,2026-02-18,KERR Items,[33648] NX3 Light-Cure Syringe Clear,4.00,133.00,532.00,0.00,532.00
Invoiced,INV/D/2026/00063 (S02598),World Medical Trading Est ????? ???? ???? ????????,2026-01-19,2026-02-18,KERR Items,[4197] OptiDisc extra-coarse 9.6 mm ( 80 pezzi ),1.00,110.00,110.00,0.00,110.00
Invoiced,INV/D/2026/00064 (S02592),Dr Mohamed Rashid Al-Faqih and Partners - ??????? ???? ???? ?????? ???????,2026-01-19,2026-01-31,KERR Items,[37217] SimpliShade Bulk Fill Flow Syringe,10.00,255.00,"2,550.00",0.00,"2,550.00"
Invoiced,INV/D/2026/00064 (S02592),Dr Mohamed Rashid Al-Faqih and Partners - ??????? ???? ???? ?????? ???????,2026-01-19,2026-01-31,KERR Items,[37217] SimpliShade Bulk Fill Flow Syringe,10.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00065 (S02596),Dentalia Clinics  ???? ???????? ????????,2026-01-19,2026-01-31,KERR Items,[34058] Maxcem Elite Refill Clear,10.00,315.00,"3,150.00",0.00,"3,150.00"
Invoiced,INV/D/2026/00065 (S02596),Dentalia Clinics  ???? ???????? ????????,2026-01-19,2026-01-31,KERR Items,[33643] NX3 Automix Dual-Cure Syringe Clear,10.00,274.00,"2,740.00",0.00,"2,740.00"
Invoiced,INV/D/2026/00065 (S02596),Dentalia Clinics  ???? ???????? ????????,2026-01-19,2026-01-31,KERR Items,[34148] TAKE 1 ADVANCED BITE 2 PK,20.00,150.00,"3,000.00",0.00,"3,000.00"
Invoiced,INV/D/2026/00065 (S02596),Dentalia Clinics  ???? ???????? ????????,2026-01-19,2026-01-31,KERR Items,[34152] TAKE 1 ADVANCED MED/MONO FS 2 PK,40.00,150.00,"6,000.00",0.00,"6,000.00"
Invoiced,INV/D/2026/00065 (S02596),Dentalia Clinics  ???? ???????? ????????,2026-01-19,2026-01-31,KERR Items,[36519] OptiBond Universal Bottle Refill,4.00,230.00,920.00,0.00,920.00
Invoiced,INV/D/2026/00066 (S02576),White Moon Medical Complex ???? ???? ??? ?????,2026-01-19,2026-02-18,KERR Items,"[37112] OptiShade Universal Composite Syringe, Medium",2.00,165.00,330.00,0.00,330.00
Invoiced,INV/D/2026/00066 (S02576),White Moon Medical Complex ???? ???? ??? ?????,2026-01-19,2026-02-18,KERR Items,[35407] Refill - Herculite XRV Ultra Flowable A1 (EU) Syringe,2.00,160.00,320.00,0.00,320.00
Invoiced,INV/D/2026/00061 (S02599),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,KERR Items,[34158] TAKE 1 ADVANCED TRAY FS 2 PK,1.00,180.00,180.00,0.00,180.00
Invoiced,INV/D/2026/00066 (S02576),White Moon Medical Complex ???? ???? ??? ?????,2026-01-19,2026-02-18,KERR Items,[35408] Refill - Herculite XRV Ultra Flowable A2 (EU) Syringe,2.00,160.00,320.00,0.00,320.00
Invoiced,INV/D/2026/00069 (S02541),Derma Clinics Company ???? ?????? ?????,2026-01-19,2026-01-31,Implant Motor,[1700707-001] SET CHIROPRO 3RD GEN CA 20:1 L,1.00,"12,000.00","12,000.00",0.00,"12,000.00"
Invoiced,INV/D/2026/00061 (S02599),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,KERR Items,[33684] TempBond Original Automix Syringe,2.00,220.00,440.00,0.00,440.00
Invoiced,INV/D/2026/00061 (S02599),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,KERR Items,[33351EU] TempBond Clear without Triclosan Automix Syringe,2.00,220.00,440.00,0.00,440.00
Invoiced,INV/D/2026/00061 (S02599),Al-Marjan Medical Center Co. ???? ???? ???????,2026-01-19,2026-02-18,KERR Items,[34149] TAKE 1 ADVANCED LB WASH FS 2 PK,1.00,180.00,180.00,0.00,180.00
Invoiced,INV/D/2026/00042 (S02493),Smiles Health Medical Complex ???? ???????? ????? ?????,2026-01-18,2026-01-31,KERR Items,[34962] TAKE 1 ADVANCED TRAY RS VOLUME EUROPE,5.00,820.00,"4,100.00",0.00,"4,100.00"
Invoiced,INV/D/2026/00041 (S02572),Roots Dental Medical Service Company ???? ???? ??????? ??????? ??????,2026-01-18,2026-02-17,KERR Items,[34058] Maxcem Elite Refill Clear,2.00,350.00,700.00,0.00,700.00
Invoiced,INV/D/2026/00060 (S02528),Al Rawad Service Company (TAM Co) ???? ???? ???????,2026-01-18,2026-01-31,KERR Items,[34150] 4185 TAKE 1 ADVANCED ,3.00,169.00,507.00,0.00,507.00
Invoiced,INV/D/2026/00060 (S02528),Al Rawad Service Company (TAM Co) ???? ???? ???????,2026-01-18,2026-01-31,KERR Items,[34153] TAKE 1 ADVANCED MED/MONO RS 2 PK,4.00,169.00,676.00,0.00,676.00
Invoiced,INV/D/2026/00060 (S02528),Al Rawad Service Company (TAM Co) ???? ???? ???????,2026-01-18,2026-01-31,KERR Items,[34149] TAKE 1 ADVANCED LB WASH FS 2 PK,3.00,169.00,507.00,0.00,507.00
Invoiced,INV/D/2026/00060 (S02528),Al Rawad Service Company (TAM Co) ???? ???? ???????,2026-01-18,2026-01-31,KERR Items,[34152] TAKE 1 ADVANCED MED/MONO FS 2 PK,10.00,169.00,"1,690.00",0.00,"1,690.00"
Returned,RINV/D/2026/00002 (Reversal of: INV/2025/00872),SAMPLE Delivery ?????,2026-01-18,2026-01-18,BUSCH KIT,[CERMIC KIT 2] CERAMIC POLISHING KIT,-1.00,490.00,-490.00,0.00,-490.00
Returned,RINV/D/2026/00002 (Reversal of: INV/2025/00872),SAMPLE Delivery ?????,2026-01-18,2026-01-18,BUSCH KIT,[ZIRCONIA KIT] ZIRCONIA POLISHING KIT,-1.00,396.00,-396.00,0.00,-396.00
Returned,RINV/D/2026/00002 (Reversal of: INV/2025/00872),SAMPLE Delivery ?????,2026-01-18,2026-01-18,BUSCH KIT,[COMPOSITE KIT] COMPOSITE POLISHING KIT,-1.00,400.00,-400.00,0.00,-400.00
Returned,RINV/D/2026/00002 (Reversal of: INV/2025/00872),SAMPLE Delivery ?????,2026-01-18,2026-01-18,BUSCH KIT,[CERMIC KIT] CERAMIC VENEER KIT,-1.00,396.00,-396.00,0.00,-396.00
Returned,RINV/D/2026/00002 (Reversal of: INV/2025/00872),SAMPLE Delivery ?????,2026-01-18,2026-01-18,KERR Items,[34158] TAKE 1 ADVANCED TRAY FS 2 PK,-2.00,180.00,-360.00,0.00,-360.00
Returned,RINV/D/2026/00002 (Reversal of: INV/2025/00872),SAMPLE Delivery ?????,2026-01-18,2026-01-18,KERR Items,[34149] TAKE 1 ADVANCED LB WASH FS 2 PK,-2.00,180.00,-360.00,0.00,-360.00
Returned,RINV/D/2026/00002 (Reversal of: INV/2025/00872),SAMPLE Delivery ?????,2026-01-18,2026-01-18,KERR Items,[4200] OptiDisc General Assorted Kit,-2.00,390.00,-780.00,0.00,-780.00
Returned,RINV/D/2026/00002 (Reversal of: INV/2025/00872),SAMPLE Delivery ?????,2026-01-18,2026-01-18,KERR Items,[36519] OptiBond Universal Bottle Refill,-1.00,265.00,-265.00,0.00,-265.00
Returned,RINV/D/2026/00002 (Reversal of: INV/2025/00872),SAMPLE Delivery ?????,2026-01-18,2026-01-18,KERR Items,[37211] SimpliShade Bulk Fill Syringe,-2.00,255.00,-510.00,0.00,-510.00
Returned,RINV/D/2026/00002 (Reversal of: INV/2025/00872),SAMPLE Delivery ?????,2026-01-18,2026-01-18,KERR Items,[37217] SimpliShade Bulk Fill Flow Syringe,-2.00,255.00,-510.00,0.00,-510.00
Returned,RINV/D/2026/00002 (Reversal of: INV/2025/00872),SAMPLE Delivery ?????,2026-01-18,2026-01-18,KERR Items,[33648] NX3 Light-Cure Syringe Clear,-1.00,135.00,-135.00,0.00,-135.00
Returned,RINV/D/2026/00002 (Reversal of: INV/2025/00872),SAMPLE Delivery ?????,2026-01-18,2026-01-18,KERR Items,"[36372] Maxcem Elite Chroma - Refill, clear (EU)",-1.00,400.00,-400.00,0.00,-400.00
Returned,RINV/D/2026/00002 (Reversal of: INV/2025/00872),SAMPLE Delivery ?????,2026-01-18,2026-01-18,KERR Items,[33643] NX3 Automix Dual-Cure Syringe Clear,-1.00,289.00,-289.00,0.00,-289.00
Returned,RINV/D/2026/00002 (Reversal of: INV/2025/00872),SAMPLE Delivery ?????,2026-01-18,2026-01-18,KERR Items,[34058] Maxcem Elite Refill Clear,-1.00,360.00,-360.00,0.00,-360.00
